,Unnamed: 0,Unnamed: 0.1,Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Project Description,Start Date,Completion Date (B1),Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time
845,845,845,010-000000156,652.0,10.0,Department of the Interior,BLM - IT Support for Resources and Mineral Land Use Planning (ePlanning),1157.0,,ePlanning Phase 2.0.3,"ePlanning version 2.0.3 is the last phase of ePlanning development, and is Phase 3 of ePlanning version 2. The functions included in this final phase are: Intra-Agency Comment Periods, National Environmental Policy Act (NEPA) Screening, Date Last Changed, Project Archiving, Content Reuse, Publish ePlanning Document to Digital Media, Records management and Retention, Geospatial Mapping to the Approved Resource Management Plan (ARMP).",01/07/2011,30/09/2012,30/09/2011,30/09/2011,0.2122,0.2122,14/08/2012,11:34:45
846,846,846,010-000000299,656.0,10.0,Department of the Interior,BOR1-RMSS (Reclamation Mission Support Services),1161.0,,"RMSS REMM2012 (Refresh, Enhancement, Maintenance, and Mitigate)",This RMSS REMM O&M project includes scheduled refreshing/updating the technology and component to improve efficiency and enhance performance. Implement new technologies to facilitate consolidation efforts with the Department where identified. Perform scheduled/unscheduled maintenance activities. Mitigate identified weaknesses and vulnerabilities.,01/10/2011,30/09/2012,,,2.0,2.0,24/05/2012,13:08:46
847,847,847,010-000000987,657.0,10.0,Department of the Interior,USGS - Hazards - Advanced National Seismic System (ANSS),1179.0,,ANSS Planning and Management,"Planning and Management (PM) tasks supporting the development, maintenance and operation of the ANSS investment, including committee activities (IPT, advisory and implementation) and technical workshops.",01/10/2010,30/09/2013,30/09/2012,30/09/2012,0.7609999999999999,0.151943,24/07/2012,09:47:10
848,848,848,010-000000987,657.0,10.0,Department of the Interior,USGS - Hazards - Advanced National Seismic System (ANSS),1180.0,,"ANSS Development, Modernization and Expansion","Development, Modernization and Expansion (DME) activities of the Advanced National Seismic System, including all product development.",01/10/2010,30/09/2013,30/09/2012,30/09/2012,20.201,0.393175,24/07/2012,09:47:10
849,849,849,010-000000987,657.0,10.0,Department of the Interior,USGS - Hazards - Advanced National Seismic System (ANSS),1181.0,,"ANSS - ARRA- Development, Modernization and Expansion","Development, Modernization and Expansion (DME) activities of the Advanced National Seismic System, ARRA sensor network upgrades.",01/04/2009,30/09/2011,30/09/2011,30/09/2011,18.637999999999998,18.637999999999998,23/09/2011,06:04:56
850,850,850,010-000001049,666.0,10.0,Department of the Interior,USGS - Water - National Water Information System (NWIS),1184.0,,FY11 Maintenance and Support,"FY11 Maintenance, Operations and Support, including quarterly metadata updates and regular software maintenance updates and support.",01/10/2010,30/09/2011,30/09/2011,30/09/2011,7.83,7.677395,24/02/2012,08:44:47
851,851,851,010-000001049,666.0,10.0,Department of the Interior,USGS - Water - National Water Information System (NWIS),2922.0,,"FY12 Database Management System (DBMS) Technology Refresh, Maintenance & Operations","NWIS will be performing a technology refresh of the commercial DBMS to agency enterprise solution. Software/applications will be converted and data will be migrated. The project consists of the modifications/preparations, full testing and verification, formal acceptance, Beta-site implementation and general release. The project also includes regular software maintenance updates and support.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,7.6,7.581,24/07/2012,09:47:10
852,852,852,010-000001050,667.0,10.0,Department of the Interior,USGS - CSS - TNM Reengineering Project,1185.0,,"FY 2012 O&M - Web Apps, Database Administration, and Security","This includes systems maintenance for ingestion, integration, production, and distribution for national digital GIS data, and topographic maps (US Topos) in support of one of the USGS core missions to provide base map data to the Nation. The mission is consistent with the OMB Circular A-16, which requires the USGS to lead the Nation in providing a common set of base geographic data and to be the Federal agency lead for elevation, hydrography, orthoimagery, and geographic names.",03/10/2011,28/09/2012,28/09/2012,28/09/2012,4.654,4.654,24/05/2012,12:55:49
853,853,853,010-000001050,667.0,10.0,Department of the Interior,USGS - CSS - TNM Reengineering Project,1186.0,,"FY 2012 DME - Viewer, Map Services and Data Download Enhancements","The USGS provides base map data to the Nation.  Several key enhancements to National Map web based data delivery systems will be achieved in FY13 to include:  Three new cached national web base maps (Topo, Imagery and Hybrid); new releases of the The National Map viewer; and new downloadable data (ex. Contours) for use in Geographic Information Systems.",03/10/2011,28/09/2012,28/09/2012,28/09/2012,0.175,0.175,24/05/2012,12:55:49
854,854,854,010-000001050,667.0,10.0,Department of the Interior,USGS - CSS - TNM Reengineering Project,3107.0,,"FY 2011 O&M - Web Apps, Database Administration, and Security","This includes systems maintenance for ingestion, integration, production, and distribution for national digital GIS data, and topographic maps (US Topos) in support of one of the USGS core missions to provide base map data to the Nation. The mission is consistent with the OMB Circular A-16, which requires the USGS to lead the Nation in providing a common set of base geographic data and to be the Federal agency lead for elevation, hydrography, orthoimagery, and geographic names.",01/10/2010,30/09/2011,30/09/2011,30/09/2011,4.654,4.6,27/04/2012,11:18:47
855,855,855,010-000001050,667.0,10.0,Department of the Interior,USGS - CSS - TNM Reengineering Project,3109.0,,"FY 2011 DME - Viewer, Map Services and Data Download Enhancements","The USGS provides base map data to the Nation.  Several key enhancements to National Map web based data delivery systems will be achieved to include:  Implement two new releases  of the NGA Palenterra viewer; sunset  the legacy Nation Map Viewer, and National Hydrography Dataset (NHD) viewer and release planned cartographic enhancements to the web basemap.",01/10/2010,30/09/2011,30/09/2011,30/09/2011,0.175,0.204,27/04/2012,11:18:47
856,856,856,010-000000316,673.0,10.0,Department of the Interior,DOI - Financial and Business Management System (FBMS),1162.0,,Deployment 6 Phase 7 -- Balance of Final Preparation Thru Go-Live,The D6 Final Preparation Thru Go-Live phase begins when the PRR Quality Gate and checklist are passed and runs until the Go-Live Quality gate and checklist are passed. PRR is anticipated on 10/14/2011 and Go-Live is anticipated on 11/7/2011.,17/10/2011,07/11/2011,07/11/2011,10/11/2011,2.878879,2.78459,24/07/2012,09:47:08
857,857,857,010-000000316,673.0,10.0,Department of the Interior,DOI - Financial and Business Management System (FBMS),1163.0,,Deployment 6 Phase 8 -- Go-Live Support thru ORR,The D6 Go-Live Support Thru ORR phase begins when the Go-Live Quality Gate and checklist are passed and runs until the Operational Readiness Review (ORR) Quality gate and checklist are passed. Go-Live is anticipated on 11/7/2011 and ORR is anticipated on 2/5/2012.,08/11/2011,05/02/2012,05/02/2012,05/02/2012,6.328517,6.303669,24/07/2012,09:47:08
858,858,858,010-000000316,673.0,10.0,Department of the Interior,DOI - Financial and Business Management System (FBMS),1164.0,,"Deployment 7 for Bureau of Indian Affairs and National Park Service, plus blueprinting for Bureau of Reclamation","D7 Business Blueprint activities are underway as the Deployment Baseline Review (DBR) date of 4/28/2011 was met. The Quality Gate dates for D7 are as follows: PDR is 11/18/2011, CDR is 12/21/2011, TRR-I is 5/29/2012, TRR-UA is 8/20/2012, PRR is 10/12/2012, Go Live is 11/05/2012 and ORR is 1/18/2013.",28/04/2011,18/01/2013,30/09/2012,30/09/2012,11.784,11.784,28/11/2011,12:14:48
859,859,859,010-000000319,674.0,10.0,Department of the Interior,"DOI - Incident Management, Analysis, and Reporting System (IMARS)",1165.0,,Stage 3 Core Records Management System Implementation,"Core implementation of IMARS to include Baseline Installation, Testing, Configuration, Evaluation, and Operational Readiness of IMARS primary Law Enforcement components.",03/03/2010,19/03/2013,30/08/2011,30/08/2011,0.435,0.39,24/07/2012,09:47:08
860,860,860,010-000000319,674.0,10.0,Department of the Interior,"DOI - Incident Management, Analysis, and Reporting System (IMARS)",1166.0,,Stage 4 Core Records Management System Deployment,Deployment of IMARS Records Management System to DOI users.,01/10/2010,31/12/2012,,,0.212,0.19710899999999998,15/08/2012,11:36:47
861,861,861,010-000000368,676.0,10.0,Department of the Interior,DOI - National Fire Plan Operations and Reporting System (NFPORS),1177.0,,NFPORS 3.0,NFPORS 3.0 development.  Hardware and Software is included.  Significant changes will be made to the database design and user interface. Updated software environment for technical currency (ColdFusion 9 and SQLServer 2008) bringing the system into full IT security compliance.  Servers will be built to STIG standards.,01/10/2010,15/11/2011,30/09/2011,15/10/2011,0.081232,0.07069299999999999,27/02/2012,10:14:02
